X,Y,Z,label
-3.64828e+01,6.31286e+00,-7.07075e-01,1.00000e+00
-1.21070e+00,1.90907e+01,1.76988e+01,9.00000e+00
1.02556e+01,1.01399e+01,1.58917e+00,2.00000e+00
2.80048e+01,2.12041e+01,2.42738e+00,2.00000e+00
-1.21269e+01,1.85849e+00,3.43885e+01,7.00000e+00
-3.53402e+01,-1.06827e+01,-2.93444e+00,1.00000e+00
9.68799e+00,-2.37054e+01,2.28226e+01,8.00000e+00
8.10825e+00,-3.52680e+01,-4.71998e+00,3.00000e+00
2.04074e+01,-2.79163e+01,-7.56017e-01,3.00000e+00
7.12627e+00,7.12333e+00,3.45749e+01,7.00000e+00
5.22424e+00,1.47289e+00,2.55817e+01,7.00000e+00
-7.18409e+00,-7.40884e-01,-3.25212e+01,5.00000e+00
3.15668e+01,-4.52105e-01,-2.78575e+01,0.00000e+00
-2.35127e+01,-1.46041e+01,1.28123e+00,1.00000e+00
2.14836e+01,1.02195e+01,-1.96785e+00,2.00000e+00
-1.77095e+01,1.33271e+01,2.28215e+01,9.00000e+00
1.91878e+01,2.20489e+00,8.18677e+00,2.00000e+00
-8.40398e+00,-1.49782e+00,3.13895e+01,7.00000e+00
-1.24646e+01,-4.39522e+00,2.87678e+01,7.00000e+00
-8.28344e+00,1.42842e+01,1.41548e+01,9.00000e+00
1.93627e+01,-1.93397e+01,-2.86733e+00,9.00000e+00
4.69987e+00,-1.83362e+01,1.90938e+01,8.00000e+00
-8.50917e+00,-1.98588e+01,-2.13192e+01,5.00000e+00
1.90298e+00,-2.09933e+01,2.41601e+01,8.00000e+00
-3.57042e+01,1.05650e+01,-6.87632e+00,1.00000e+00
1.29340e+01,6.59215e+00,-5.14293e+00,2.00000e+00
1.95018e+01,-3.27983e+01,2.28182e+00,3.00000e+00
2.90824e+00,7.67373e+00,4.20178e+01,7.00000e+00
-1.30262e+01,-8.75063e+00,-1.21827e+01,5.00000e+00
-1.32454e+01,-5.54412e+00,-1.48179e+01,5.00000e+00
5.70795e-01,2.49975e+01,-3.24341e+01,6.00000e+00
3.03812e+01,9.81169e-02,-2.08341e+01,0.00000e+00
-1.74572e+01,1.21114e+01,1.50320e+01,9.00000e+00
2.47998e+01,2.01499e+00,-2.11665e+01,0.00000e+00
1.94762e+01,8.96820e+00,2.77601e+00,2.00000e+00
-4.50714e+00,-1.06770e+01,-1.08448e+01,5.00000e+00
1.72351e+01,1.12320e+01,-2.26017e+01,0.00000e+00
3.04457e+01,6.00606e+00,-2.63028e+01,0.00000e+00
1.34674e+01,7.16772e+00,4.42791e+00,2.00000e+00
-1.81047e+01,1.31439e+01,2.28913e+01,9.00000e+00
-1.78658e+00,-1.19257e+01,-1.92906e+01,5.00000e+00
1.99981e+00,2.04487e+00,2.72495e+01,7.00000e+00
2.85082e+01,1.64127e+01,7.41242e+00,2.00000e+00
-2.48013e+01,1.88471e+01,1.28508e+01,4.00000e+00
1.61097e+01,-1.52796e+01,1.31577e+01,8.00000e+00
-6.90029e+00,6.21833e+00,-2.88446e+01,6.00000e+00
1.84728e+01,6.41949e+00,-2.04112e+01,0.00000e+00
-8.18497e+00,-2.35363e+01,2.10429e+01,8.00000e+00
1.92364e+01,-2.64474e+01,-1.75379e+00,3.00000e+00
3.28029e+00,2.11901e+01,9.91932e+00,9.00000e+00
2.09643e+00,1.96915e+01,1.52665e+01,9.00000e+00
-2.33771e+01,1.71568e+01,1.54663e+01,4.00000e+00
1.38083e+01,-2.79500e+01,2.31948e+00,3.00000e+00
-6.73115e+00,1.38327e+01,2.06384e+01,9.00000e+00
-1.74350e+01,-4.06540e-01,-7.87982e+00,8.00000e+00
-2.12016e+01,-2.85996e+01,-3.45684e-01,1.00000e+00
9.64090e-02,7.37717e+00,-2.89551e+01,6.00000e+00
3.07562e+01,5.00437e+00,-2.62875e+01,0.00000e+00
1.85398e+01,-2.78588e+01,3.18827e+00,3.00000e+00
-3.44554e+01,1.00987e+01,-6.41318e+00,1.00000e+00
-5.36470e+00,1.01857e+01,1.10933e+01,9.00000e+00
-7.36496e-01,1.58251e+01,-3.55707e+01,6.00000e+00
-2.03843e+01,2.38584e+01,1.58714e+01,4.00000e+00
2.19695e+01,-5.06621e+00,-1.88579e+01,0.00000e+00
2.90867e+01,1.25691e+01,5.08650e+00,2.00000e+00
7.16361e+00,3.22456e+01,6.44932e+00,9.00000e+00
4.22787e+00,3.07867e+00,3.04737e+01,3.00000e+00
3.16413e+01,3.30483e+00,-2.79974e+01,0.00000e+00
4.59430e-01,2.15768e+01,1.73927e+01,9.00000e+00
4.60860e+00,-2.79544e+01,-2.69199e+00,3.00000e+00
4.94681e+00,-2.36923e+01,1.78859e+01,8.00000e+00
1.90065e+00,2.25174e+01,-2.83799e+01,6.00000e+00
5.94334e+00,-3.00531e+01,1.15062e+00,3.00000e+00
-2.72852e+01,-1.82051e+01,2.72986e+00,1.00000e+00
1.91342e+01,3.02237e+00,9.11118e-01,2.00000e+00
1.97281e+01,2.63803e+00,7.69242e+00,2.00000e+00
5.59810e+00,-4.25577e+01,-4.34369e+00,3.00000e+00
1.60337e+01,7.97917e+00,5.30198e+00,2.00000e+00
-6.59015e+00,-1.01846e+01,-9.82673e+00,5.00000e+00
-4.02974e+01,1.61326e+00,-8.07011e+00,1.00000e+00
-1.84156e+01,-1.80295e+01,-1.46779e-01,1.00000e+00
-2.70939e+00,-2.43789e+01,2.40942e+01,8.00000e+00
2.20436e+00,-3.80144e+01,-2.66323e+00,3.00000e+00
-5.98631e+00,3.54581e-01,3.67551e+01,7.00000e+00
-1.28915e+01,2.60313e+01,4.97897e+00,4.00000e+00
-7.03807e+00,3.79072e+00,-3.41358e+01,6.00000e+00
1.80487e+01,-2.79087e+01,-2.81452e+00,3.00000e+00
-3.58933e+01,7.40582e+00,-3.72751e+00,1.00000e+00
3.08362e+01,4.22050e+00,-2.66590e+01,0.00000e+00
6.01204e+00,2.42975e+01,8.90115e+00,9.00000e+00
3.31205e+01,1.41973e+01,-1.24793e+00,2.00000e+00
4.32013e+00,6.05128e+00,3.83296e+01,7.00000e+00
2.30036e+00,3.74476e+01,2.08686e-01,4.00000e+00
3.77590e-01,-2.20655e+01,2.56596e+01,8.00000e+00
3.57429e+00,-3.24474e-01,3.20297e+01,7.00000e+00
-2.55131e+01,-1.41476e+01,2.38901e+00,1.00000e+00
-5.65908e+00,9.41681e+00,-3.95865e+01,6.00000e+00
1.21790e+00,2.01980e+00,3.96751e+01,7.00000e+00
8.20846e+00,-1.56323e+01,2.07577e+01,8.00000e+00
7.99013e+00,-3.97572e+01,4.06754e+00,3.00000e+00
1.15739e+01,-3.72091e+01,-5.46296e+00,3.00000e+00
3.34110e+01,1.40733e+01,3.85858e+00,2.00000e+00
1.91342e+01,-3.02935e+01,1.81258e+00,3.00000e+00
-2.27908e+01,1.80756e+01,1.63985e+01,4.00000e+00
-8.56325e+00,1.19771e+01,2.33955e+01,9.00000e+00
1.61142e+01,1.01558e+01,-2.21006e+01,0.00000e+00
-1.09431e+01,2.35050e+01,7.64707e+00,4.00000e+00
6.60881e-01,1.73137e+01,6.64331e+00,4.00000e+00
-1.25248e+01,2.61167e+01,4.92433e+00,4.00000e+00
1.86628e+01,-2.15025e+01,-5.16884e+00,3.00000e+00
-8.52905e+00,-1.99160e+01,-2.12982e+01,5.00000e+00
-1.46573e+01,6.44456e+00,-3.49831e+01,6.00000e+00
-6.05454e+00,3.11162e+01,5.49176e+00,4.00000e+00
-1.70082e+00,-2.15132e+01,1.60998e+01,8.00000e+00
5.43425e+00,-3.80532e+01,4.50902e+00,3.00000e+00
-8.39784e+00,-2.31784e+01,2.10277e+01,8.00000e+00
-1.00691e+01,1.65506e+01,2.10850e+01,9.00000e+00
-3.84584e+01,1.06783e+01,-9.23110e-01,1.00000e+00
2.40682e+01,-6.52349e+00,-2.10640e+01,0.00000e+00
-1.73502e+01,2.74228e+01,7.07312e+00,4.00000e+00
9.85703e-01,7.35848e+00,3.65294e+01,7.00000e+00
2.19302e+01,5.36538e+00,-8.81349e-01,2.00000e+00
4.91204e-01,-2.67939e+00,2.86354e+01,7.00000e+00
