X,Y,Z,label
-9.03384e+00,-1.92001e+01,1.44868e+01,7.00000e+00
1.68947e+01,-5.39079e+00,-1.56457e+01,5.00000e+00
-1.53066e+01,6.76164e+00,6.81921e+00,2.00000e+00
2.04461e+01,-9.95632e+00,6.82304e+00,0.00000e+00
6.84267e+00,-1.00139e+01,-1.50130e+01,5.00000e+00
3.87343e+00,1.02274e+01,7.06914e+00,9.00000e+00
-4.53151e+00,1.47978e+01,1.89982e+01,4.00000e+00
2.82143e-01,2.41756e+00,-1.83458e+01,8.00000e+00
7.49039e+00,-6.28221e+00,-1.78925e+01,5.00000e+00
-1.39932e+01,2.27035e+01,-9.19785e+00,6.00000e+00
-9.92492e+00,9.88890e+00,-6.00934e+00,5.00000e+00
-2.16781e+01,6.50760e-01,-3.65712e+00,2.00000e+00
2.30142e+00,-1.66704e+01,-1.36264e+01,5.00000e+00
-2.65446e+00,9.98808e+00,1.67380e+01,4.00000e+00
-2.12185e+01,1.17114e-01,1.38786e+01,2.00000e+00
1.59170e+01,-1.16634e+01,1.56016e+01,0.00000e+00
-1.60255e+01,8.26846e+00,-2.15567e+01,6.00000e+00
1.76184e+01,9.86860e+00,-9.21771e-01,3.00000e+00
-5.27035e-01,-2.92006e+00,1.96964e+01,9.00000e+00
-1.65485e+00,7.30854e+00,-1.98920e+01,8.00000e+00
2.54596e+01,-1.31115e+01,3.10651e-01,0.00000e+00
-1.69155e+01,3.06639e+00,7.31168e+00,2.00000e+00
6.72724e+00,1.26114e+01,1.01505e+01,9.00000e+00
2.31903e+01,3.16340e+00,1.25427e+00,3.00000e+00
-3.85842e+00,-7.40975e-01,-2.63764e+01,8.00000e+00
-1.45966e+01,1.35509e+01,-7.64579e+00,6.00000e+00
6.91291e+00,-1.00817e+01,-1.83826e+01,5.00000e+00
-5.35069e-02,-1.66384e+01,-8.88901e+00,5.00000e+00
-8.02592e+00,1.82735e+01,-1.16985e+01,6.00000e+00
-1.52489e+01,1.51983e-01,-4.74922e+00,2.00000e+00
1.46347e+01,6.13647e+00,-4.79107e+00,3.00000e+00
2.19413e+01,-8.27368e+00,7.03786e+00,0.00000e+00
-2.13356e+01,6.37881e+00,9.77598e-01,2.00000e+00
-1.12473e+01,6.21425e+00,-3.71551e-01,2.00000e+00
1.13878e+00,-1.12146e+01,-1.61846e+01,5.00000e+00
2.07779e+01,1.19261e+01,-1.05672e+00,3.00000e+00
3.00178e+00,9.63837e+00,-1.96398e+01,8.00000e+00
1.80698e+01,-4.93505e+00,-1.67151e+01,5.00000e+00
1.25458e+01,-7.53740e+00,-1.33714e+01,5.00000e+00
-6.91834e+00,-1.42634e+01,1.79297e+01,7.00000e+00
1.00937e+01,-7.90793e-01,-3.87754e+00,3.00000e+00
1.81216e+01,1.22819e+01,3.37627e+00,3.00000e+00
2.50604e+01,1.76179e+00,1.40657e-01,3.00000e+00
1.32305e+00,-1.67925e+01,5.91299e+00,7.00000e+00
9.62912e+00,1.02620e+01,-2.36401e+01,8.00000e+00
-8.66250e+00,-9.33111e+00,3.57751e+00,7.00000e+00
-9.79643e-01,1.92177e+01,2.10448e+01,4.00000e+00
-5.76651e+00,2.33862e+01,-5.67442e+00,6.00000e+00
9.40113e+00,1.09702e+01,-1.52671e+01,8.00000e+00
1.21004e+01,-1.26786e+01,-1.36970e+01,5.00000e+00
8.44653e+00,5.98686e+00,-1.72921e+01,8.00000e+00
1.84811e+01,-3.05752e+00,-1.86255e+01,5.00000e+00
1.52784e+01,7.65460e+00,-1.51229e+00,3.00000e+00
-1.20265e+01,-2.22091e+01,-2.06196e+00,1.00000e+00
8.34774e+00,2.03959e+01,2.74242e+00,9.00000e+00
-8.92962e+00,1.64062e+01,-5.71797e-01,6.00000e+00
-1.44873e+01,-5.22249e+00,-1.81918e+01,1.00000e+00
-1.40337e+01,4.00990e+00,3.40985e+00,2.00000e+00
-5.92016e+00,2.40484e+01,-5.33364e+00,6.00000e+00
1.86563e+01,7.97893e+00,-3.47041e+00,3.00000e+00
2.77395e+00,7.95888e+00,1.29504e+01,9.00000e+00
4.64774e+00,-1.46626e+01,5.36284e+00,7.00000e+00
2.67184e+01,4.41369e+00,-3.39230e-01,3.00000e+00
-1.09355e+01,-2.14558e+01,-4.46132e+00,1.00000e+00
2.16261e+01,-2.87386e+00,1.51788e+01,0.00000e+00
-5.55289e+00,2.93171e+00,2.10432e+01,4.00000e+00
-1.65242e+01,-2.46817e+01,7.91195e-01,1.00000e+00
-1.87936e+01,-2.11509e+01,1.07679e-01,1.00000e+00
-1.10438e+01,-6.98976e+00,-1.82235e+01,1.00000e+00
6.81433e+00,7.78185e+00,8.42680e+00,9.00000e+00
2.51865e+00,1.33444e+01,-2.05358e+01,8.00000e+00
1.77791e+01,-2.14107e+01,8.60978e-01,7.00000e+00
-1.89702e+01,-1.41899e-01,-5.03787e+00,2.00000e+00
1.99030e+01,-1.94107e+01,8.08392e+00,0.00000e+00
2.01843e+01,-1.73420e+01,1.14859e+01,0.00000e+00
6.15336e+00,1.98905e+01,5.47121e+00,9.00000e+00
2.37432e+01,1.05604e+01,-1.00547e+01,3.00000e+00
3.25385e-02,-6.69665e+00,2.43592e+01,9.00000e+00
2.48682e+01,3.75952e+00,-5.11310e+00,3.00000e+00
-1.04104e+01,-1.14964e+01,-1.70768e+01,1.00000e+00
-5.62030e+00,6.39149e+00,2.35685e+01,4.00000e+00
1.14598e+01,1.44052e+01,-1.76309e+01,8.00000e+00
-1.54179e+01,-9.76203e+00,5.81302e+00,7.00000e+00
2.96155e+00,1.55434e+01,-1.76396e+01,8.00000e+00
1.35561e+01,-3.99120e-01,5.30141e-01,3.00000e+00
2.73471e+01,7.31331e+00,-2.41751e+00,3.00000e+00
1.74452e+01,-2.05427e+00,1.89939e+01,0.00000e+00
2.11782e+01,-2.93561e+00,1.41678e+01,0.00000e+00
1.54169e+01,-4.68105e+00,-1.40457e+01,5.00000e+00
2.24930e+01,-7.85726e+00,8.25042e+00,0.00000e+00
1.16289e+01,6.44423e+00,1.43586e+01,9.00000e+00
2.41899e+01,8.23858e+00,1.76514e+00,3.00000e+00
-2.63438e+00,2.21426e+01,1.25879e+01,4.00000e+00
1.64154e+01,-1.43881e+01,5.54655e+00,0.00000e+00
